id_bien,no_voie,btq,type_voie,voie,type_local,surface_reelle_bati,nb_pieces_principales,surface_terrain,id_codedep_codecommune
432,1,,AV,MONTAIGNE,Appartement,54,3,,78165
433,57,,AV,DE SAINT GERMAIN,Appartement,25,1,,78358
434,57,,AV,DE SAINT GERMAIN,Appartement,112,5,,78358
435,26,,ALL,CLAUDE MONET,Appartement,53,2,,78372
436,22,,RUE,DU GEN DE GAULLE,Appartement,65,4,,78382
437,2,,AV,P MARTIN LUTHER KING,Appartement,91,5,,78481
438,6,,AV,JEAN JAURES,Appartement,20,1,,78586
439,3,,RUE,REMONT,Maison,110,5,,78646
440,23,,RUE,SAINT GERMAIN,Appartement,20,1,,80021
441,77,,RUE,DE MAYOCQ,Maison,85,4,,80228
442,30,,RUE,DE LA COMEDIE,Appartement,52,2,,82121
443,183,,BD,DE PIERREPLANE,Appartement,26,1,,83009
444,22,,AV,DU PORT,Appartement,70,3,,83112
445,184,,AV,DU CARMEL,Appartement,51,3,,83137
446,57,,RUE,DU DOC PACCARD,Appartement,79,3,,84031
447,27,,BD,DE L'OCEAN,Appartement,52,3,,85164
448,22,,RUE,PIERRE LEROUX,Appartement,44,2,,87085
449,636,,,CITE DU DOCTEUR BARRIERE,Appartement,56,3,,87161
450,10,,RUE,MARIE MARVINGT,Appartement,64,3,,88160
451,15,,RUE,DES AULNES,Appartement,49,3,,88181
452,4,D,RUE,CAROLINE RIER,Appartement,66,3,,91086
453,2,,RUE,DES FRANCS BOURGEOIS,Maison,89,5,,91156
454,38,,BD,DE FONTAINEBLEAU,Appartement,69,3,,91174
455,69,,AV,DES FAUVETTES,Maison,109,5,,91326
456,34,,AV,FRANCOIS MOLE,Appartement,96,4,,92002
457,49,,AV,D ARGENTEUIL,Appartement,53,3,,92004
458,81,,RUE,DU BAC,Appartement,60,3,,92004
459,97,,RUE,DU CHATEAU,Maison,75,5,,92004
460,21,,AV,DE LA REDOUTE,Appartement,52,2,,92004
461,10,,RUE,GEORGES GUYNEMER,Appartement,27,1,,92004
462,221,,AV,D ARGENTEUIL,Appartement,22,2,,92009
463,35,,RUE,RASPAIL,Appartement,50,3,,92009
464,867,,CRS,AQUITAINE,Appartement,93,4,,92012
465,56,,BD,DE LA REPUBLIQUE,Appartement,50,2,,92012
466,2,,RUE,DE L ANCIENNE MAIRIE,Appartement,50,2,,92012
467,35,,BD,D AUTEUIL,Appartement,148,5,,92012
468,10,,AV,ANATOLE FRANCE,Appartement,44,2,,92024
469,3,,RUE,DES ROSES,Appartement,20,1,,92032
470,13,,RUE,VILLEBOIS MAREUIL,Maison,75,3,,92036
471,12,,RUE,DES ACACIAS,Maison,55,3,,92040
472,136,,RUE,ARISTIDE BRIAND,Appartement,65,3,,92044
473,5,,RUE,BARBES,Appartement,84,4,,92044
474,15,,RUE,BANES,Appartement,59,3,,92048
475,17,T,RUE,SADI CARNOT,Appartement,45,3,,92050
476,20,,RUE,DE ZILINA,Appartement,68,3,,92050
477,7,,ALL,D ORLEANS,Appartement,40,3,,92051
478,11,,RUE,DU GAL H BERTIER,Appartement,130,4,,92051
479,119,,AV,EDOUARD HERRIOT,Appartement,67,3,,92060
480,8,,RUE,LUCIEN VOILIN,Appartement,22,1,,92062
481,115,,RUE,ESTIENNE D ORVES,Appartement,22,1,,92063
482,9,,RUE,CROIX BOSSET,Appartement,53,2,,92072
483,101,,RUE,DES CHENES,Maison,87,4,,92073
484,23,,AV,DE LA REPUBLIQUE,Appartement,60,4,,93006
485,98,,AV,PASTEUR,Appartement,21,1,,93045
486,71,,RUE,DE ROMAINVILLE,Appartement,48,3,,93045
487,137,B,RUE,DE PARIS,Appartement,48,3,,93048
488,13,,RUE,DES ORMES,Appartement,83,4,,93048
489,4,,ALL,PAUL LANGEVIN,Appartement,73,4,,93072
490,8,,ALL,JOHANNES KEPLER,Appartement,93,5,,93073
491,20,,RUE,FELIX EBOUE,Maison,75,4,,94002
492,49,,RUE,MARCEL BOURDARIAS,Appartement,57,3,,94002
493,9002,,RES,L ANGEVINE 2,Appartement,84,4,,94004
494,197,,RUE,DE PARIS,Appartement,34,2,,94018
495,25,,RUE,JULES VALLES,Maison,31,1,,94022
496,1,,RUE,MARIN LA MESLEE,Appartement,82,4,,94028
497,18,,AV,JEAN JAURES,Appartement,68,3,,94037
498,8,,RUE,EMILE BLIN,Appartement,25,1,,94041
499,5,,RUE,GEORGES POMPIDOU,Appartement,28,1,,94043
500,9001,,,RES VERDUN LECLERC,Appartement,39,2,,94044
501,13,,PL,LOUIS ARAGON,Appartement,63,3,,94044
502,7,,RUE,DU MARECHAL VAILLANT,Appartement,52,3,,94052
503,49,,RUE,PAUL BERT,Appartement,28,1,,94052
504,39,,AV,DE BRETAGNE,Maison,81,5,,94060
505,4,,RUE,RENARD,Appartement,77,4,,94060
506,26,,RUE,JEAN JAURES,Appartement,72,4,,94060
507,13,,AV,DES ARTS,Maison,300,9,,94068
508,7,,RUE,ELSA TRIOLET,Maison,86,4,192,94074
509,25,,RUE,DE CROSNE,Appartement,39,2,,94078
510,33,,RUE,DE MONTREUIL,Appartement,82,4,,94080
511,16,,AV,DU GAL DE GAULLE,Appartement,150,5,,94080
512,,,RUE,PARMENTIER,Appartement,45,3,,95039
513,27,,RUE,ALBERT MEUNIER,Appartement,61,3,,95199
514,3,,ALL,CHARLES PEGUY,Appartement,70,3,,95219
515,1,,AV,FOCH,Appartement,94,4,,95306
516,,,,DERRIERE LES TOURNELLES,Maison,78,4,,95527
517,39,,RUE,BUFFON,Appartement,91,4,,01033
518,151,,RTE,DE BELLEVILLE,Appartement,90,3,,01258
519,8,,RUE,DE GENEVE,Appartement,52,2,,01354
520,22,,RUE,DE LA FRATERNITE,Appartement,38,1,,03190
521,10,,RUE,SAINT ANTOINE,Appartement,23,2,,06004
522,4,,AV,CAMILLE BLANC,Appartement,47,2,,06012
523,4,,RUE,DE STALINGRAD,Appartement,67,1,,06029
524,59,,AV,DU MARECHAL JUIN,Appartement,70,2,,06029
525,12,,BD,DE LA REPUBLIQUE,Appartement,62,3,,06033
526,124,,PROM,VAL DU CAREI,Appartement,46,2,,06083
527,1,,AV,DE VERDUN,Appartement,42,2,,06083
528,5277,,,LE VILLAGE,Appartement,25,1,,06092
529,85,,RTE,DE VALS,Appartement,62,3,,07019
530,9004,,CITE,DE LA SOUBEYRANNE,Appartement,86,5,,07042
531,9004,,CITE,DE LA SOUBEYRANNE,Appartement,71,4,,07042
532,5638,,RES,HAMEAU LES FALAISES,Appartement,29,2,,07304
533,3,,RUE,JEAN JAURES,Appartement,48,1,,11262
534,159,,RES,HORIZON,Appartement,22,2,,11266
535,27,,AV,MARECHAL FOCH,Appartement,35,2,,13022
536,9012,,MAIL,LE MAIL,Appartement,65,3,,13119
537,57,,RUE,ADOLPHE THIERS,Appartement,54,3,,13201
538,44,,RUE,CURIOL,Appartement,24,1,,13201
539,46,,RUE,CHEVALIER PAUL,Appartement,35,1,,13202
540,13,,RUE,BERANGER,Appartement,53,3,,13204
541,77,,RUE,PAUTRIER,Appartement,27,0,,13204
542,16,,RUE,ROBERT,Appartement,21,2,,13207
543,89,,RUE,SAINT SEBASTIEN,Appartement,51,1,,13208
544,30,,RUE,DES MOUSSES,Appartement,20,1,,13208
545,14,,RUE,NEGRESKO,Appartement,18,1,,13208
546,9001,,CITE,LE CORBUSIER,Appartement,96,4,,13208
547,34,E,RUE,NICOLE ZEMMOUR,Appartement,68,3,,13209
548,296,,BD,ROMAIN ROLLAND,Appartement,77,5,,13209
549,25,,BD,BONIFAY,Appartement,50,2,,13210
550,46,,RUE,SAINTE BAUME,Appartement,30,1,,13210
551,49,,TSSE,DES BONNETS,Appartement,68,4,,13213
552,6412,,VC,RES LES MARINES,Appartement,36,2,,14754
553,48,,AV,EMILE ZOLA,Appartement,25,1,,19031
554,87,,RUE,DE GOUEDIC,Appartement,35,2,,22278
555,20,B,RUE,DE L ABREUVOIR,Appartement,32,1,,25265
556,15,,PAS,DU PALOMA,Appartement,80,4,,26058
557,28,,AV,DUCHESNE,Appartement,75,4,,26281
558,1,,RUE,DE LA LIBERATION,Appartement,43,2,,27299
559,6,,RUE,DES ECUYERS,Appartement,34,2,,28085
560,4,,RUE,CHAUVEAU LAGARDE,Appartement,65,3,,28085
561,106,,AV,DU GENERAL LECLERC,Appartement,58,3,,28134
562,14,,RUE,DE L ASPIC,Appartement,43,2,,30189
563,175,,CHE,DE LA DOUCE DAME,Maison,104,5,,31066
564,72,B,AV,SALVADOR ALLENDE,Appartement,80,3,,31113
565,2,,RUE,DES LOIS,Appartement,85,3,,31555
566,10,,RUE,MONTESQUIEU,Maison,42,2,,33051
567,16,,RUE,JULIE,Appartement,47,2,,33063
568,46,,RES,LE HAMEAU PIERRE FABRE,Appartement,60,3,,33081
569,20,,RUE,HIPPOLYTE GOURDON,Maison,80,4,,33249
570,100,,AV,DE LA LIBERATION,Appartement,60,3,,33281
571,232,,RUE,DE SUZON,Appartement,22,1,,33522
572,9001,,RES,SARCIGNAN,Appartement,52,3,,33550
573,86,,AV,D INGRIL,Appartement,31,2,,34108
574,19,,RUE,ARAGO,Appartement,44,2,,34301
575,17,,BD,JOLIOT CURIE,Appartement,21,1,,34301
576,25,,RUE,GALPIN THIOU,Appartement,53,2,,37261
577,22,,CHE,JESUS,Appartement,19,0,,38185
578,77,B,CRS,JEAN JAURES,Appartement,68,3,,38185
579,5383,,,LA VILLE,Appartement,35,2,,38186
580,4,,CHE,DE L HERMITAGE,Appartement,141,4,,38229
581,25,,ALL,DE LA DENT DE CROLLES,Appartement,75,3,,38249
582,220,,ALL,DE PRE MAYEN,Appartement,42,2,,38249
583,315,,RUE,DU CLOS CAPPERONY,Appartement,23,2,,39470
584,93,,AV,CHARLES DE GAULLE,Appartement,24,1,,40133
585,220,,CHE,DE LAREIGNE,Appartement,42,2,,40281
586,30,,RUE,ANDRE BOUILLAR,Appartement,89,4,,40312
587,5,,RUE,OLIVIER DE SERRES,Appartement,74,3,,42218
588,3,,RUE,DE TERRENOIRE,Appartement,48,2,,42218
589,8,,RUE,MARCEAU,Appartement,67,4,,44109
590,38,,BD,OCEANIDES,Appartement,24,1,,44132
591,1,,RUE,DE L ARDECHE,Appartement,94,5,,44162
592,6,,RUE,JEAN PAUL SARTRE,Appartement,60,3,,44162
593,2,,RUE,DES PERVENCHES,Appartement,69,4,,45075
594,4,T,RUE,DUTHUARD,Appartement,110,3,,45258
595,11,,RUE,LOUIS GAIN,Appartement,76,3,,49007
596,48,,RUE,ST NICOLAS,Appartement,77,4,,49007
597,9,,AV,DE LA RICHARDIERE,Appartement,50,2,,49099
598,7,,MAIL,CLAUDE DEBUSSY,Appartement,56,3,,49347
599,43,,RUE,CHARLIER,Appartement,75,3,,51454
600,8,,RUE,RUE BERTRAND DE VOGUE,Appartement,95,4,,51454
601,11,,RUE,LUCRECE MERCIER,Appartement,65,3,,53062
602,10,,PL,DE L EGLISE,Appartement,52,3,,53073
603,3,B,RUE,DU COLOMBIER,Appartement,57,3,,59220
604,108,,RUE,SAINT ANDRE,Appartement,134,5,,59350
605,37,,RUE,JULES FERRY,Appartement,33,1,,59410
606,16,,RUE,D ALSACE,Appartement,32,1,,60057
607,150,,BD,DE LA MER,Appartement,70,4,,62604
608,,,RES,LES MARMOTTES,Appartement,31,2,,66004
609,34,,RTE,DE BORDEAUX,Appartement,64,3,,69078
610,2,,AV,RAYMOND DE VEYSSIERES,Appartement,102,6,,69081
611,15,,RUE,REY LORAS,Appartement,52,2,,69143
612,27,,RUE,DU PERRON,Appartement,37,2,,69149
613,26,,RUE,DIDEROT,Appartement,46,2,,69149
614,13,,RUE,BAUDIN,Appartement,71,3,,69149
615,30,,RUE,PALAIS GRILLET,Appartement,31,1,,69382
616,19,,QUAI,ROMAIN ROLLAND,Appartement,139,3,,69385
617,5168,,,IMM LE GRAND PIC,Appartement,21,1,,73235
618,5215,A,,TIGNY,Appartement,39,2,,73306
619,143,,IMP,DES VIGNES,Appartement,46,2,,74019
620,166,,AV,DE COURMAYEUR,Appartement,37,2,,74056
621,70,,BD,SAINT MICHEL,Appartement,90,4,,75106
622,34,,RUE,CLER,Appartement,48,3,,75107
623,10,,RUE,DE GRANGE BATELIERE,Appartement,35,2,,75109
624,41,,BD,DE LA VILLETTE,Appartement,37,1,,75110
625,59,,RUE,DE LA FONTAINE AU ROI,Appartement,50,3,,75111
626,79,,RUE,BRILLAT SAVARIN,Appartement,32,2,,75113
627,12,,BD,EXELMANS,Appartement,41,1,,75116
628,57,,RUE,PIXERECOURT,Appartement,85,3,,75120
629,8,,RUE,PARC DE L'EPINETTE,Appartement,71,4,,77053
630,15,,RUE,DU PRESBYTERE,Appartement,60,3,,77259
631,6,B,AV,DE WAILLY,Appartement,23,1,,78190
632,20,,RUE,DE DREUX,Appartement,75,4,,78362
633,39,,BD,THIERS,Maison,156,6,,78401
634,5,,RUE,DES JARDINS,Appartement,90,2,,83009
635,254,,AV,DE LA MER,Appartement,15,1,,83019
636,325,,RTE,DE LA BENOITE,Appartement,64,3,,83034
637,59,,AV,GABRIEL PERI,Appartement,38,2,,83062
638,11,,CHE,DU MARTINET,Appartement,118,4,,83069
639,8,,RUE,PIERRE BROSSOLETTE,Appartement,61,3,,83130
640,9001,,RES,ST MARC,Appartement,84,4,,83137
641,216,,RUE,LANGERON,Appartement,50,2,,83137
642,65,,BD,DES ACACIAS,Appartement,69,3,,83137
643,58,,RUE,DE LA XAVEE,Appartement,74,4,,88225
644,3,,RUE,DE BRASSE,Appartement,34,2,,90010
645,8,,RUE,DES ANEMONES,Appartement,59,3,,91201
646,1,B,RUE,PAUL FORT,Appartement,29,1,,91425
647,101,,RUE,DU CHATEAU,Appartement,24,1,,92004
648,91,,RUE,DU CHATEAU,Appartement,63,3,,92012
649,77,,RUE,MARTRE,Appartement,17,1,,92024
650,9,,AV,PUVIS DE CHAVANNES,Appartement,59,3,,92026
651,9,,RUE,DE LA MUTUALITE,Appartement,34,2,,92026
652,6,,AV,DE MONTCHANIN,Appartement,54,3,,93007
653,45,,RUE,DES NOYERS,Appartement,67,3,,93063
654,53,,AV,DE STALINGRAD,Appartement,50,3,,94033
655,17,,BD,MAURICE BERTEAUX,Appartement,35,2,,94068
656,16,B,AV,ALBERT 1ER,Appartement,41,3,,94068
657,149,,RUE,DU MARECHAL LECLERC,Appartement,28,2,,94069
658,6,,RUE,DE LA PAIX,Appartement,37,2,,94080
659,3,,RUE,GALANDE,Appartement,36,2,,95277
660,9,,RUE,DES CARRIERES,Appartement,98,4,,95428
661,58,,AV,DU MONT BLANC,Appartement,130,6,,01143
662,2,,RUE,DU RECULET,Appartement,60,2,,01354
663,2,,RUE,DES MURIERS,Appartement,77,3,,06027
664,5,,RUE,DU CANADA,Appartement,96,4,,06029
665,54,,RUE,VICTOR HUGO,Appartement,25,1,,06030
666,116,,BD,SADI CARNOT,Appartement,105,4,,06030
667,640,,CHE,DES CAILLADES,Appartement,120,5,,06044
668,29,,AV,VILLERMONT,Appartement,36,3,,06088
669,4,,AV,CYRNOS,Appartement,62,3,,06088
670,127,,PROM,DES ANGLAIS,Appartement,42,1,,06088
671,65,,AV,DE   VALBERG,Appartement,75,3,,06094
672,562,,CHE,DES RASCAS,Appartement,65,3,,06123
673,190,,RTE,DE CANNES,Appartement,33,3,,06155
674,280,,AV,DE LA BERMONE,Appartement,27,1,,06161
675,27,,RUE,PIERRE BROSSOLETTE,Appartement,39,2,,10362
676,4,,RUE,CHARBONNET,Appartement,33,2,,10387
677,9,,,LA PINEDE,Appartement,36,2,,11144
678,1,,RES,LA VOILE D'OC,Appartement,45,3,,11170
679,71,,RES,HAMEAU DES PECHEURS,Maison,30,2,,11202
680,12,,RUE,DU LUXEMBOURG,Appartement,109,4,,11262
681,10,,QUAI,VICTOR HUGO,Appartement,34,1,,11262
682,3,,RUE,DE SERIGNAN,Appartement,44,2,,11379
683,5000,,AV,ERNEST SUBILIA,Appartement,28,2,,13028
684,14,,PL,AUX HUILES,Appartement,40,2,,13201
685,6,,RUE,GUINTRAND,Appartement,21,1,,13202
686,29,,RUE,MARECHAL FAYOLLE,Appartement,30,2,,13204
687,23,,RUE,D ISLY,Appartement,30,1,,13205
688,30,,RUE,DES MOUSSES,Appartement,50,2,,13208
689,14,,RUE,NEGRESKO,Appartement,69,3,,13208
690,116,,BD,MIREILLE LAUZE,Appartement,68,3,,13210
691,147,,AV,DE LA TIMONE,Appartement,70,3,,13210
692,36,,AV,DE SAINT BARNABE,Appartement,65,4,,13212
693,2,,IMP,DU CHALET,Appartement,106,2,,13215
694,54,,RUE,G LE CONQUERANT,Appartement,39,2,,14715
695,14,,BD,DE LA LIBERTE,Appartement,30,1,,18279
696,9,,RUE,DU VERCORS,Appartement,53,3,,29019
697,38,,AV,DES GLENAN,Appartement,81,5,,29232
698,6572,,,ILE CAVALLO,Appartement,89,4,,2A041
699,5163,,,TIUCCIA,Appartement,38,2,,2A070
700,5,,RUE,D AUVERGNE,Appartement,47,3,,30034
701,2,,AV,LE CENTURION,Appartement,27,2,,30133
702,24,,AV,REGNAULD,Appartement,31,1,,33009
703,6,,AV,DU PARC,Appartement,64,3,,33009
704,26,,RUE,BONGRAND,Appartement,39,1,,33063
705,267,,RUE,TRUCHON,Appartement,46,2,,33080
706,14,,RUE,ANDRE MALRAUX,Maison,81,4,,33096
707,18,,ALL,DES GRIVES,Maison,66,3,,33167
708,3,,RUE,SIMONE VEIL,Appartement,44,2,,33312
709,9001,,RES,FORTUNIO,Appartement,63,3,,33522
710,11,,CLOS,DE VIC,Maison,35,3,,34333
711,19,,RUE,JOSEPH PANAGET,Appartement,62,3,,35032
712,4,,RUE,FRANCIS POULENC,Appartement,58,3,,37122
713,52,,RUE,DE STALINGRAD,Appartement,87,4,,38185
714,13,,RUE,ANTOINE POLOTTI,Appartement,83,4,,38421
715,9,,RUE,ANNE FRANK,Appartement,47,2,,38421
716,54,,RUE,PEYCHAN,Appartement,81,4,,40046
717,4,,PL,PORTE CAMPET,Appartement,120,4,,40192
718,154,,ALL,DU REGAIN,Appartement,63,3,,40326
719,6,,RUE,DU CHATEAU GAILLARD,Appartement,52,3,,44069
720,3,B,RUE,DES PATURES,Appartement,35,1,,44074
721,57,,RUE,DES SANSONNETS,Maison,45,2,,44201
722,227,,RUE,DE L ARDOUX,Appartement,24,1,,45232
723,123,,AV,SAINT MICHEL,Maison,109,4,1112,45232
724,11,,RUE,DES TROIS MARIES,Appartement,83,4,,45234
725,21,,RUE,DE LA BUTTE,Maison,86,3,,45285
726,16,,RUE,GARNIER,Appartement,29,1,,49007
727,2,,AV,JEAN LURCAT,Appartement,70,3,,49015
728,30,,RUE,DU GENERAL COMPERE,Appartement,26,1,,51108
729,13,,RUE,ARISTIDE BRIAND,Appartement,39,2,,51573
730,3,,PL,SAINT REMY,Appartement,157,4,,54329
731,13,,RUE,JOSEPH MARIETTE,Appartement,32,2,,56083
732,25,,RUE,DE QUEHELLO,Appartement,39,2,,56107
733,14,,RUE,RAYMOND QUERO,Appartement,62,3,,56121
734,1,,ALL,DE LA FRANGE,Appartement,78,3,,59009
735,14,,RUE,SALVADOR ALLENDE,Appartement,67,3,,59271
736,48,,RUE,DU PROGRES,Appartement,68,4,,59367
737,22,,RUE,DE LA REPUBLIQUE,Appartement,69,4,,60157
738,136,,RUE,PELEE PROLONGEE,Appartement,63,3,,60509
739,57,,AV,DE L'ORANGERIE,Appartement,58,3,,60684
740,3,,RUE,DU BLOC,Appartement,25,1,,62041
741,12,,RUE,DES PINS,Appartement,72,2,,64260
742,24,,PL,JEAN JAURES,Appartement,45,2,,69096
743,15,,RUE,DUBREUIL,Appartement,83,3,,69243
744,92,,RUE,DE LA GARE,Appartement,102,5,,69278
745,13,,RUE,DUGAS MONTBEL,Appartement,25,2,,69382
746,9,,PAS,PANAMA,Appartement,29,1,,69382
747,39,,RUE,DENFERT ROCHEREAU,Appartement,123,5,,69384
748,55,,BD,DES CANUTS,Appartement,42,2,,69384
749,64,,RUE,COMMANDANT CHARCOT,Appartement,24,1,,69385
750,27,,BD,EMILE ZOLA,Appartement,17,1,,72181
751,6018,,,BALCONS DE VAL THO CHAL 6,Appartement,62,4,,73257
752,396,,RTE,DE SALLANCHES,Appartement,61,2,,74083
753,2,,RUE,DE LA PRAIRIE,Appartement,45,2,,74264
754,54,,RUE,DE CLERY,Appartement,22,2,,75102
755,9,,RUE,DE LA CORDERIE,Appartement,40,1,,75103
756,79,,RUE,DES ARCHIVES,Appartement,21,1,,75103
757,3,,RUE,DU PERCHE,Appartement,40,1,,75103
758,24,,RUE,SAINT MARTIN,Appartement,62,4,,75104
759,34,,RUE,DU FER A MOULIN,Appartement,44,2,,75105
760,62,,RUE,MONSIEUR LE PRINCE,Appartement,60,3,,75106
761,8,,RUE,JOSEPH BARA,Appartement,117,5,,75106
762,9,,RUE,DE FLEURUS,Appartement,81,3,,75106
763,150,,RUE,DE RENNES,Appartement,55,3,,75106
764,9,,RUE,AMELIE,Appartement,15,1,,75107
765,26,,RUE,GODOT DE MAUROY,Appartement,51,3,,75109
766,32,,RUE,BUISSON ST LOUIS,Appartement,51,3,,75110
767,51,B,AV,DE LA REPUBLIQUE,Appartement,69,4,,75111
768,38,,BD,BEAUMARCHAIS,Appartement,50,4,,75111
769,10,,RUE,VERONESE,Appartement,25,2,,75113
770,28,,RUE,DELAMBRE,Appartement,38,2,,75114
771,9,,RUE,D ODESSA,Appartement,43,3,,75114
772,57,,RUE,DU MOULIN VERT,Appartement,43,3,,75114
773,76,B,RUE,DES PLANTES,Appartement,26,1,,75114
774,380,,RUE,DE VAUGIRARD,Appartement,55,3,,75115
775,145,,RUE,DE LOURMEL,Appartement,62,3,,75115
776,7,,RUE,LOUIS DAVID,Appartement,56,2,,75116
777,53,,RUE,LEGENDRE,Appartement,80,4,,75117
778,36,,BD,DES BATIGNOLLES,Appartement,65,2,,75117
779,26,,RUE,TRUFFAUT,Appartement,31,2,,75117
780,64,,RUE,MARX DORMOY,Appartement,58,3,,75118
781,86,,RUE,PHILIPPE DE GIRARD,Appartement,157,1,,75118
782,50,,RUE,PETIT,Appartement,24,1,,75119
783,59,,RUE,D HAUTPOUL,Appartement,34,2,,75119
784,14,,RUE,DE LA VILLETTE,Appartement,35,2,,75119
785,41,,RUE,PELLEPORT,Appartement,12,1,,75120
786,133,,RUE,DES PYRENEES,Appartement,44,3,,75120
787,36,,RUE,JACQUES BOURGEOIS,Appartement,44,2,,76217
788,30,B,RUE,DU VIEUX RU,Maison,129,6,239,77014
789,6,,ALL,DE LA FORET,Appartement,47,2,,77169
790,41,,PROM,DU BOIS,Appartement,78,4,,77326
791,6,,RUE,DU STADE,Appartement,34,2,,77373
792,13,,PL,CLAUDE MONET,Appartement,42,2,,77438
793,4,B,RUE,MARCELIN BERTHELOT,Appartement,43,2,,77445
794,68,,RUE,DE PARIS,Appartement,47,2,,77468
795,12,,RUE,JULES LEFEVRE,Appartement,70,3,,77470
796,40,,BD,DE L OURCQ,Appartement,53,3,,77514
797,27,B,AV,MAURICE BERTEAUX,Appartement,34,1,,78015
798,3,,RES,TROIS FORETS,Appartement,74,4,,78092
799,25,,QUAI,DE L ILE DU BAC,Maison,95,4,,78172
800,2,B,RUE,CHARLES DE GAULLE,Appartement,25,1,,78217
801,5,,RUE,DES MONTS D ARREE,Appartement,65,3,,78423
802,7,,RUE,DE L ANCIENNE MAIRIE,Maison,60,2,,78423
803,1,,RUE,DE L OREE DE LA VALLEE,Appartement,46,2,,78466
804,5,,AV,DE SAINT GERMAIN,Appartement,46,2,,78490
805,3,,PROM,VENEZIA,Appartement,51,2,,78646
806,12,,RUE,JULES HERBRON,Appartement,102,5,,78686
807,68,,AV,COLONEL TEYSSIER,Appartement,92,4,,81004
808,9000,,RES,LE PARC,Appartement,30,2,,85288
809,4,,RUE,ADRIEN DUBOUCHE,Appartement,26,1,,87085
810,22,,AV,GAMBETTA,Appartement,40,2,,87187
811,61,,RUE,ROBERT SCHUMAN,Appartement,72,3,,91027
812,4,,IMP,DE L ANCIENNE FORGE,Appartement,23,1,,91085
813,19,,RUE,DE VILLOISON,Appartement,40,2,,91174
814,11,,SQ,ALBERT EINSTEIN,Appartement,66,3,,91228
815,1,,RUE,ALPHONSE LAVERAN,Appartement,56,2,,91228
816,160,,AV,GENERAL LECLERC,Appartement,62,3,,91272
817,2,B,CHE,DU COLLEGE,Appartement,51,2,,91363
818,14,B,RUE,ANTOINE ROCCA,Maison,68,4,,91549
819,76,,AV,JEAN JAURES,Appartement,23,1,,91589
820,4,,CHE,DU FOUR A PAIN,Appartement,49,3,,91631
821,9,,ALL,LAVOISIER,Maison,78,4,,91691
822,1,,RUE,CHARLES CHEFSON,Appartement,74,3,,92009
823,23,,RUE,PAUL DEROULEDE,Appartement,65,3,,92009
824,18,,RUE,DE SEVRES,Appartement,108,5,,92012
825,17,,RUE,MAILLASSON,Appartement,23,2,,92012
826,78,,AV,J B CLEMENT,Appartement,27,2,,92012
827,8,,AV,CHARLES DE GAULLE,Appartement,21,1,,92012
828,94,,RUE,DU CHATEAU,Appartement,43,2,,92012
829,21,,RUE,FERDINAND JAMIN,Appartement,58,2,,92014
830,144,,RUE,D AULNAY,Appartement,42,2,,92019
831,1,B,RUE,D ESTIENNE D ORVES,Appartement,39,2,,92020
832,7,,RUE,MOSLARD,Appartement,45,3,,92025
833,42,B,RUE,ALEXIS BOUVIER,Maison,80,4,,92025
834,61,,RUE,VEUVE LACROIX,Appartement,64,3,,92035
835,15,,RUE,P VAILLANT COUTURIER,Appartement,79,4,,92044
836,18,,RUE,BARBES,Appartement,101,4,,92044
837,58,,AV,JEAN JAURES,Appartement,71,4,,92048
838,50,,RUE,MAURICE ARNOUX,Appartement,58,3,,92049
839,21,,AV,ALEXANDRE,Appartement,20,1,,92050
840,12,,RUE,DU MARCHE,Appartement,21,1,,92050
841,85,,RUE,DE VILLIERS,Appartement,27,1,,92051
842,50,,RUE,DE CHEZY,Appartement,35,1,,92051
843,3,,RUE,DU BICENTENAIRE,Appartement,32,1,,92062
844,134,,AV,PAUL DOUMER,Appartement,26,1,,92063
845,187,,RTE,DE L EMPEREUR,Appartement,36,1,,92063
846,134,,RUE,GAMBETTA,Appartement,66,2,,92073
847,11,,RUE,FRANCOIS 1ER,Appartement,23,2,,92075
848,9,,RUE,DE PARIS,Appartement,36,2,,93008
849,76,,RUE,ROGER SALENGRO,Appartement,63,3,,93010
850,12,,RUE,JULES MICHELET,Appartement,28,1,,93031
851,1,,RUE,DU BEL AIR,Appartement,64,4,,93049
852,47,,RUE,JEAN JAURES,Appartement,68,3,,93066
853,46,B,RUE,ALEXANDRE BOUCHER,Appartement,18,1,,93074
854,15,T,RUE,DE LA PRAIRIE,Maison,90,5,,94015
855,14,,AV,DU PRESIDENT WILSON,Appartement,75,5,,94016
856,56,B,RUE,DES ECOLES,Maison,100,4,,94028
857,48,,AV,DE LA DAME BLANCHE,Appartement,100,4,,94033
858,14,,ALL,VAN GOGH,Appartement,67,3,,94044
859,71,,RUE,CARNOT,Appartement,63,3,,94046
860,36,,AV,FUSILLES DE CHATEAUBRIANT,Appartement,60,3,,94068
861,13,,RUE,ALBERT DE MUN,Appartement,70,3,,94068
862,4,,RUE,DE LA PAIX,Appartement,49,3,,94080
863,9,,RUE,SAO JOAO DA PESQUEIRA,Appartement,93,5,,95060
864,42,,AV,DES GENOTTES,Appartement,18,1,,95127
865,6,,RUE,ARISTIDE BRIAND,Appartement,50,2,,95205
866,23,,,LA BUTTE OLIVE,Maison,96,5,,95218
867,176,,AV,LA DIVISION LECLERC,Appartement,70,3,,95428
868,9001,,ALL,DE BRETAGNE,Appartement,91,5,,95491
